id	our_name	google_name	our_address	google_address	place_id	google_maps_uri	similarity	google_status	our_status
5388d101-f217-48bd-88fd-86a5832b924e	南十三咖啡	南十三咖啡	台南市中西區民族路二段317巷46號	700台灣臺南市中西區永福里民族路二段317巷46號	ChIJSwRLKGJ2bjQR1JaJg9HkPrU	https://maps.google.com/?cid=13060127557927147220&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA	1.00	CLOSED_PERMANENTLY	permanently_closed
c0ce8fc6-b9b3-4f5f-ae2c-22a1e27acdbb	花樓二店	花樓咖啡 Follow Coffee 二店	台南市中西區民權路三段55號	700台灣臺南市中西區五條港里民權路三段55號	ChIJNQRqF2R2bjQRgPhSkChMrNU	https://maps.google.com/?cid=15396764963176642688&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA	0.36	OPERATIONAL	operational
0841ea11-fb0e-4568-bdeb-7b4f6d6ce23a	路咖啡/ROAD CAFE	路咖啡Road Café/外帶咖啡吧(5/19-5/31去七逃店休)	704台南市北區長榮路五段55號	704台灣臺南市北區長榮路五段55號	ChIJf-YS7sN3bjQRs0QfhmL06pw	https://maps.google.com/?cid=11307118518461220019&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA	0.53	OPERATIONAL	operational
17298312-d348-43a2-84b0-39b2a7e816be	Lure Late Late Breakfast 鹿耳晚晚早餐	鹿耳晚晚早餐｜鹿耳夜間部	台南市東區林森路一段153巷19號	701台灣臺南市東區泉南里林森路一段153巷19號	ChIJ-2iLmoR2bjQREdeivWRjL9E	https://maps.google.com/?cid=15073375762161784593&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA	0.31	OPERATIONAL	operational
d97ba926-758a-450d-8c9d-5a46f104f03a	加比萊瑟思 License.CAF'E	LiberalCafe*自由派*	700台南市民權路一段270號	704台灣臺南市北區開元里北園街99巷43號	ChIJx6ZgaaN3bjQRA7JP7hFUn8s	https://maps.google.com/?cid=14672538546985742851&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA	0.44	OPERATIONAL	operational
402e66d4-6f7b-49e2-a2b5-e903c90cff9a	Lu.CY Coffee Roast & Brew	盧西咖啡工作室	台南市北區 育德二路340號 	704台灣臺南市北區福德里育德二路340號	ChIJHXissFd2bjQRQeUgrXl7e2M	https://maps.google.com/?cid=7168458994416149825&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA	0.00	OPERATIONAL	operational
d30232fa-944e-486e-95c4-71c743208ba8	咖啡森活	Y café森活轉角 照顧咖啡館	台南市東區東門路一段52巷3弄5號	701台灣臺南市東區大學里林森路二段500號A棟1樓	ChIJw3u5sNp3bjQR4itZ8tJN4c8	https://maps.google.com/?cid=14979339404015381474&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA	0.22	OPERATIONAL	operational
7ebbf5fa-840a-4243-9d42-57e7e328c1d7	代謝俱楽部	潮代診所| 減重診所 | 健康減重 | 台南減肥推薦	台南市北區開元路212巷126號	704台灣臺南市北區振興里林森路三段165號2樓	ChIJWRzn7-h2bjQRczbziktkulU	https://maps.google.com/?cid=6177360114508576371&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA	0.08	OPERATIONAL	operational
28c5d900-c11b-40c1-8c1f-ca3b39df8861	尚品咖啡 (南門店)	尚品咖啡 - Sanremo 咖啡機台灣總代理 ＆ 設備器材	台南市中西區南門路233-6號	702032台灣臺南市南區南門路341號	ChIJQ4uY6tR1bjQRZY8fLzm3xgY	https://maps.google.com/?cid=488279065847893861&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA	0.26	OPERATIONAL	operational
137fbf7a-f638-4b5a-b54a-2442cd4ede25	旺德實驗室	旺德實驗室（已停業	台南市北區公園路437巷10號	704台灣臺南市北區小北里公園路437巷10號	ChIJc4b13_Z2bjQRZvYmBOqSOWE	https://maps.google.com/?cid=7005792229141182054&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA	1.00	CLOSED_PERMANENTLY	permanently_closed
